Data,ID,Name,Class_1,Class_2,Class_3,Unit,Dim,Tick,Palette,ColourKey,Style,Prefix
hb1,EXRT.DS41.NZB17,17 currency basket,Index,TWI,17 currency basket,Index,TWI,.0f,qual,black,Line,NA
hb1,EXR.DS11.D06,United States dollar,NZD/USD,Exchange rates (quoted per NZ$),United States dollar,NZD/USD,NZD to $USD,.2f,qual,black,Line,$
hb1,EXR.DS11.D04,UK pound sterling,NZD/GBP,Exchange rates (quoted per NZ$),UK pound sterling,NZD/GBP,NZD to £GBP,.2f,qual,black,Line,£
hb1,EXR.DS11.D01,Australian dollar,NZD/AUD,Exchange rates (quoted per NZ$),Australian dollar,NZD/AUD,NZD to $AUD,.2f,qual,black,Line,$
hb1,EXR.DS11.D05,Japanese yen,NZD/JPY,Exchange rates (quoted per NZ$),Japanese yen,NZD/JPY,NZD to ¥JPY,.0f,qual,black,Line,¥
hb1,EXR.DS11.D03,European euro,NZD/EUR,Exchange rates (quoted per NZ$),European euro,NZD/EUR,NZD to €EUR,.2f,qual,black,Line,€
hb1,EXR.DS11.D02,Canadian dollar,NZD/CAD,Exchange rates (quoted per NZ$),Canadian dollar,NZD/CAD,NZD to $CAD,.2f,qual,black,Line,$
hb1,EXR.DS11.D12,South Korean won,NZD/KRW,Exchange rates (quoted per NZ$),South Korean won,NZD/KRW,NZD to ₩KRW,.0f,qual,black,Line,₩
hb1,EXR.DS11.D11,Chinese renminbi,NZD/CNY,Exchange rates (quoted per NZ$),Chinese renminbi,NZD/CNY,NZD to ¥CNY,.2f,qual,black,Line,¥
hb1,EXR.DS11.D14,Malaysian ringgit,NZD/MYR,Exchange rates (quoted per NZ$),Malaysian ringgit,NZD/MYR,NZD to RM,.2f,qual,black,Line,RM
hb1,EXR.DS11.D08,Hong Kong dollar,NZD/HKD,Exchange rates (quoted per NZ$),Hong Kong dollar,NZD/HKD,NZD to $HK,.2f,qual,black,Line,$
hb1,EXR.DS11.D13,Indonesian rupiah,NZD/IDR,Exchange rates (quoted per NZ$),Indonesian rupiah,NZD/IDR,NZD to p (IDR),.0f,qual,black,Line,p
hb1,EXR.DS11.D15,Thai baht,NZD/THB,Exchange rates (quoted per NZ$),Thai baht,NZD/THB,NZD to B (THB),.0f,qual,black,Line,B
hb1,EXR.DS11.D09,Singapore dollar,NZD/SGD,Exchange rates (quoted per NZ$),Singapore dollar,NZD/SGD,NZD to $SGD,.2f,qual,black,Line,$
hb1,EXR.DS11.D16,New Taiwan dollar,NZD/TWD,Exchange rates (quoted per NZ$),New Taiwan dollar,NZD/TWD,NZD to $NT,.0f,qual,black,Line,$
hb1,EXR.DS11.D31,Indian rupee,NZD/INR,Exchange rates (quoted per NZ$),Indian rupee,NZD/INR,NZD to ₹INR,.0f,qual,black,Line,₹
hb1,EXR.DS11.D32,Philippine peso,NZD/PHP,Exchange rates (quoted per NZ$),Philippine peso,NZD/PHP,NZD to ₱PHP,.0f,qual,black,Line,₱
hb1,EXR.DS11.D33,Vietnamese dong,NZD/VND,Exchange rates (quoted per NZ$),Vietnamese dong,NZD/VND,NZD to ₫VND,.0f,qual,black,Line,₫
hb1,EXRT.DS41.N,Base June 1979=100,Index Historic,Historical TWI,Base June 1979=100,Index,TWI (H),.0f,qual,black,Line,NA
hb2,INM.DP1.N,Official Cash Rate (OCR),OCR,Official Cash Rate (OCR),NA,%pa,%,.1f,manual,grey_snow,Fill,NA
hb2,INM.DG101.NZZCF,1 year (bond),Secondary market government bond closing yields,1 year,NA,%pa,%,.1f,qual,NA,Line,NA
hb2,INM.DG102.NZZCF,2 year (bond),Secondary market government bond closing yields,2 year,NA,%pa,%,.1f,qual,NA,Line,NA
hb2,INM.DG105.NZZCF,5 year (bond),Secondary market government bond closing yields,5 year,NA,%pa,%,.1f,qual,NA,Line,NA
hb2,INM.DG110.NZZCF,10 year (bond),Secondary market government bond closing yields,10 year,NA,%pa,%,.1f,qual,NA,Line,NA
hb2,INM.DS01.NZZC,1 year (swap),Swap rates close,1 year,NA,%pa,%,.1f,qual,NA,Line,NA
hb2,INM.DS02.NZZC,2 year (swap),Swap rates close,2 year,NA,%pa,%,.1f,qual,NA,Line,NA
hb2,INM.DS05.NZZC,5 year (swap),Swap rates close,5 year,NA,%pa,%,.1f,qual,NA,Line,NA
hb2,INM.DS10.NZZC,10 year (swap),Swap rates close,10 year,NA,%pa,%,.1f,qual,NA,Line,NA
hb2,INM.DS61.NZZC,Spread 2-10 year,Swap rates close,Spread 2-10 year,NA,bps,bps,.1f,qual,NA,Line,NA
hc35,LVRP.QME1.A,Opening position,Total,Opening position,Total,NZDm,NZDm,",d",manual,teal_snow,Fill,NA
hc35,LVRP.QME31.A,Drawdowns,Total,Drawdowns,Total,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME32.A,Interest charged,Total,Interest charged,Total,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME33.A,Scheduled repayments,Total,Scheduled repayments,Total,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME34.A,Repayment of loan in full,Total,Repayment of loan in full,Total,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME35.A,Other excess repayments,Total,Other excess repayments,Total,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME36.A,Repayment deficiencies,Total,Repayment deficiencies,Total,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME37.A,Net write-offs,Total,Net write-offs,Total,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME38.A,Other adjustments,Total,Other adjustments,Total,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME1.B,Opening position,>80% LVR,Opening position,Breakdown,NZDm,NZDm,",d",manual,teal_snow,Fill,NA
hc35,LVRP.QME31.B,Drawdowns,>80% LVR,Drawdowns,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME32.B,Interest charged,>80% LVR,Interest charged,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME33.B,Scheduled repayments,>80% LVR,Scheduled repayments,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME34.B,Repayment of loan in full,>80% LVR,Repayment of loan in full,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME35.B,Other excess repayment,>80% LVR,Other excess repayment,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME36.B,Repayment deficiencies,>80% LVR,Repayment deficiencies,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME37.B,Net write-offs,>80% LVR,Net write-offs,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME38.B,Other adjustments,>80% LVR,Other adjustments,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME1.C,Opening position,<=80% LVR,Opening position,Breakdown,NZDm,NZDm,",d",manual,teal_snow,Fill,NA
hc35,LVRP.QME31.C,Drawdowns,<=80% LVR,Drawdowns,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME32.C,Interest charged,<=80% LVR,Interest charged,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME33.C,Scheduled repayments,<=80% LVR,Scheduled repayments,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME34.C,Repayment of loan in full,<=80% LVR,Repayment of loan in full,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME35.C,Other excess repayments,<=80% LVR,Other excess repayments,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME36.C,Repayment deficiencies,<=80% LVR,Repayment deficiencies,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME37.C,Net write-offs,<=80% LVR,Net write-offs,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hc35,LVRP.QME38.C,Other adjustments,<=80% LVR,Other adjustments,Breakdown,NZDm,NZDm,",d",teal,black,Line,NA
hm1,CPI.Q.C.ia,Consumers price index (CPI),NA,Consumers price index (CPI),NA,Index,Index,.0f,manual,grey_snow,Fill,NA
hm1,CPI.Q.C.iaq,Consumers price index (CPI),NA,Consumers price index (CPI),NA,%,q/q%,.2f,manual,grey_snow,Fill,NA
hm1,CPI.Q.C.iay,Consumers price index (CPI),NA,Consumers price index (CPI),NA,%,y/y%,.2f,manual,grey_snow,Fill,NA
hm1,CPIT.Q.C.ia,Tradable inflation,NA,Tradable inflation,NA,Index,Index,.0f,qual,black,Line,NA
hm1,CPIT.Q.C.iaq,Tradable inflation,NA,Tradable inflation,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,CPIT.Q.C.iay,Tradable inflation,NA,Tradable inflation,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPIN.Q.C.ia,Non-tradable inflation,NA,Non-tradable inflation,NA,Index,Index,.0f,qual,black,Line,NA
hm1,CPIN.Q.C.iaq,Non-tradable inflation,NA,Non-tradable inflation,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,CPIN.Q.C.iay,Non-tradable inflation,NA,Non-tradable inflation,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.C01.ia,Food,NA,Food,NA,Index,Index,.0f,qual,black,Line,NA
hm1,CPI.Q.C01.iaq,Food,NA,Food,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,CPI.Q.C01.iay,Food,NA,Food,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.C04.ia,Housing and household utilities,NA,Housing and household utilities,NA,Index,Index,.0f,qual,black,Line,NA
hm1,CPI.Q.C04.iaq,Housing and household utilities,NA,Housing and household utilities,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,CPI.Q.C04.iay,Housing and household utilities,NA,Housing and household utilities,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.C07.ia,Transportation,NA,Transportation,NA,Index,Index,.0f,qual,black,Line,NA
hm1,CPI.Q.C07.iaq,Transportation,NA,Transportation,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,CPI.Q.C07.iay,Transportation,NA,Transportation,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.C07202.ia,Petrol,NA,Petrol,NA,Index,Index,.0f,qual,black,Line,NA
hm1,CPI.Q.C07202.iaq,Petrol,NA,Petrol,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,CPI.Q.C07202.iay,Petrol,NA,Petrol,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.ZC21.ia,CPI excluding petrol,NA,CPI excluding petrol,NA,Index,Index,.0f,qual,black,Line,NA
hm1,CPI.Q.ZC21.iaq,CPI excluding petrol,NA,CPI excluding petrol,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,CPI.Q.ZC21.iay,CPI excluding petrol,NA,CPI excluding petrol,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.ZC40.iaq,Trimmed mean,NA,Trimmed mean,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,CPIM.Q.C40T10B17.iay,Trimmed mean,NA,Trimmed mean,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.ZC41.iaq,Weighted median,NA,Weighted median,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,CPIW.Q.C41P50B17.iay,Weighted median,NA,Weighted median,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.ZC42.iay,Factor model,NA,Factor model,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.ZC43.iay,Sectoral factor model,NA,Sectoral factor model,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.ZC431.iay,Sectoral factor model - tradable core,NA,Sectoral factor model - tradable core,NA,NA,y/y%,.2f,qual,black,Line,NA
hm1,CPI.Q.ZC432.iay,Sectoral factor model - non-tradable core,NA,Sectoral factor model - non-tradable core,NA,NA,y/y%,.2f,qual,black,Line,NA
hm1,HPI.Q.H01T0.ia,PropertyIQ House price index (HPI),NA,PropertyIQ House price index (HPI),NA,Index,Index,.0f,qual,black,Line,NA
hm1,HPI.Q.H01T0.iaq,PropertyIQ House price index (HPI),NA,PropertyIQ House price index (HPI),NA,%,q/q%,.2f,qual,black,Line,NA
hm1,HPI.Q.H01T0.iay,PropertyIQ House price index (HPI),NA,PropertyIQ House price index (HPI),NA,%,y/y%,.2f,qual,black,Line,NA
hm1,GDE.Q.DY.RS,GDP deflator,NA,GDP deflator,NA,Index,Index,.0f,qual,black,Line,NA
hm1,GDE.Q.DY.rsq,GDP deflator,NA,GDP deflator,NA,NA,q/q%,.2f,qual,black,Line,NA
hm1,GDE.Q.DY.rsy,GDP deflator,NA,GDP deflator,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,PPI06.Q.T0I1.ia,Producers price index (PPI) inputs,NA,Producers price index (PPI) inputs,NA,NA,Index,.0f,qual,black,Line,NA
hm1,PPI06.Q.T0I1.iaq,Producers price index (PPI) inputs,NA,Producers price index (PPI) inputs,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,PPI06.Q.T0I1.iay,Producers price index (PPI) inputs,NA,Producers price index (PPI) inputs,NA,%,y/y%,.2f,qual,black,Line,NA
hm1,PPI06.Q.T0I2.ia,Producers price index (PPI) outputs,NA,Producers price index (PPI) outputs,NA,NA,Index,.0f,qual,black,Line,NA
hm1,PPI06.Q.T0I2.iaq,Producers price index (PPI) outputs,NA,Producers price index (PPI) outputs,NA,%,q/q%,.2f,qual,black,Line,NA
hm1,PPI06.Q.T0I2.iay,Producers price index (PPI) outputs,NA,Producers price index (PPI) outputs,NA,%,y/y%,.2f,qual,black,Line,NA
hm2,RTS06.Q.S1G.na,Retail trade sales,NA,Retail trade sales NZDm,NA,NZDm,NZDm,",d",qual,black,Line,NA
hm2,RTS06.Q.S1G.ns,Retail trade sales,NA,Retail trade sales NZDm s.a.,NA,NZDm s.a.,NZDm,",d",qual,black,Line,NA
hm2,RTS06.Q.S1G.nsq,Retail trade sales,NA,Retail trade % s.a.,NA,% s.a.,%,.0f,qual,black,Line,NA
hm2,RTS06.Q.S1G.nay,Retail trade sales,NA,Retail trade %,NA,%,%,.0f,qual,black,Line,NA
hm2,RTS06.Q.S1G.ra,Retail trade volumes,NA,Retail trade volumes NZDm(r),NA,NZDm(r),NZDm,",d",qual,black,Line,NA
hm2,RTS06.Q.S1G.rs,Retail trade volumes,NA,Retail trade volumes NZDm(r) s.a.,NA,NZDm(r) s.a.,NZDm,",d",qual,black,Line,NA
hm2,RTS06.Q.S1G.rsq,Retail trade volumes,NA,Retail trade volumes %(r) s.a.,NA,%(r) s.a.,%,.0f,qual,black,Line,NA
hm2,RTS06.Q.S1G.ray,Retail trade volumes,NA,Retail trade %(r),NA,%(r),%,.0f,qual,black,Line,NA
hm2,GDE.Q.EC1.RA,Private consumption expenditure (GDP),NA,Private consumption expenditure (GDP) NZDm(r),NA,NZDm(r),NZDm,",d",qual,black,Line,NA
hm2,GDE.Q.EC1.RS,Private consumption expenditure (GDP),NA,Private consumption expenditure (GDP) NZDm(r) s.a.,NA,NZDm(r) s.a.,NZDm,",d",qual,black,Line,NA
hm2,GDE.Q.EC1.rsq,Private consumption expenditure (GDP),NA,Private consumption expenditure (GDP) %(r) s.a.,NA,%(r) s.a.,%,.0f,qual,black,Line,NA
hm2,GDE.Q.EC1.ray,Private consumption expenditure (GDP),NA,Private consumption expenditure (GDP) %(r),NA,%(r),%,.0f,qual,black,Line,NA
hm2,GDE.Q.EG13.RA,General government consumption expenditure (GDP),NA,General government consumption expenditure (GDP) NZDm(r),NA,NZDm(r),NZDm,",d",qual,black,Line,NA
hm2,GDE.Q.EG13.RS,General government consumption expenditure (GDP),NA,General government consumption expenditure (GDP) NZDm(r) s.a.,NA,NZDm(r) s.a.,NZDm,",d",qual,black,Line,NA
hm2,GDE.Q.EG13.rsq,General government consumption expenditure (GDP),NA,General government consumption expenditure (GDP) %(r) s.a.,NA,%(r) s.a.,%,.0f,qual,black,Line,NA
hm2,GDE.Q.EG13.ray,General government consumption expenditure (GDP),NA,General government consumption expenditure (GDP) %(r),NA,%(r),%,.0f,qual,black,Line,NA
hm3,QBLD.Q.B11N1BZR1.ns,Residential Building Consents (s.a.),Residential consents,Building consents - residential dwellings (Number s.a.),NA,no s.a.,Number,",d",qual,black,Line,NA
hm3,QBLD.Q.B11N1BZR1.nsq,Residential Building Consents (q/q% s.a.),Residential consents,Building consents - residential dwellings (q/q% s.a.),NA,% s.a.,q/q%,.0f,qual,black,Line,NA
hm3,GDE.Q.EI24.RA,Residential buildings (GDP) (Real $m),Gross fixed capital formation,Gross fixed capital formation - residential buildings (GDP) (Real $m),NA,NZDm(r),Real $m,",d",qual,black,Line,NA
hm3,GDE.Q.EI24.RS,Residential buildings (GDP) (Real $m s.a.),Gross fixed capital formation,Gross fixed capital formation - residential buildings (GDP) (Real $m s.a.),NA,NZDm(r) s.a.,Real $m,",d",qual,black,Line,NA
hm3,GDE.Q.EI24.rsq,Residential buildings (GDP) (Real q/q% s.a),Gross fixed capital formation,Gross fixed capital formation - residential buildings (GDP) (Real q/q% s.a),NA,%(r) s.a.,Real q/q,.0f,qual,black,Line,NA
hm3,GDE.Q.EI24.ray,Residential buildings (GDP) (Real y/y%),Gross fixed capital formation,Gross fixed capital formation - residential buildings (GDP) (Real y/y%),NA,%(r),Real y/y,.0f,qual,black,Line,NA
hm3,GDE.Q.EI25.RA,Other fixed assets (GDP) (Real $m),Gross fixed capital formation,Gross fixed capital formation - other fixed assets (GDP) (Real $m),NA,NZDm(r),Real $m,",d",qual,black,Line,NA
hm3,GDE.Q.EI25.RS,Other fixed assets (GDP) (Real $m s.a.),Gross fixed capital formation,Gross fixed capital formation - other fixed assets (GDP) (Real $m s.a.),NA,NZDm(r) s.a.,Real $m,",d",qual,black,Line,NA
hm3,GDE.Q.EI25.rsq,Other fixed assets (GDP) (Real q/q% s.a.),Gross fixed capital formation,Gross fixed capital formation - other fixed assets (GDP) (Real q/q% s.a.),NA,%(r) s.a.,Real q/q,.0f,qual,black,Line,NA
hm3,GDE.Q.EI25.ray,Other fixed assets (GDP) (Real y/y%),Gross fixed capital formation,Gross fixed capital formation - other fixed assets (GDP) (Real y/y%),NA,%(r),Real y/y,.0f,qual,black,Line,NA
hm3,GDE.Q.EI23.RA,Change in inventories (GDP) (Real $m),Change in inventories,Change in inventories (GDP) (Real $m),NA,NZDm(r),Real $m,",d",qual,black,Line,NA
hm3,GDE.Q.EI23.RS,Change in inventories (GDP) (Real $m s.a.),Change in inventories,Change in inventories (GDP) (Real $m s.a.),NA,NZDm(r) s.a.,Real $m,",d",qual,black,Line,NA
hm4,MAN06.Q.S1C0.ns,Manufacturing operating income,Operating income $m s.a.,Manufacturing,NA,m,$m s.a.,",d",qual,black,Line,NA
hm4,MAN06.Q.S1C0.na,Manufacturing operating income,Operating income $m,Manufacturing,NA,m,$m,",d",qual,black,Line,NA
hm4,MAN06.Q.S1C0.nsq,Manufacturing operating income,Operating income q/q% s.a.,Manufacturing,NA,NA,q/q% s.a.,.0f,qual,black,Line,NA
hm4,MAN06.Q.S1C0.nay,Manufacturing operating income,Operating income y/y%,Manufacturing,NA,NA,y/y%,.0f,qual,black,Line,NA
hm4,MAN06.Q.VC0.na,Manufacturing stocks,Stocks $m,Manufacturing,NA,m,$m,",d",qual,black,Line,NA
hm4,MAN06.Q.VC0.nay,Manufacturing stocks,Stocks y/y%,Manufacturing,NA,%,y/y%,.0f,qual,black,Line,NA
hm4,MAN06.Q.S1C111.ns,Meat and dairy manufacturing operating income,Operating income $m s.a.,Meat and dairy,NA,m,$m s.a.,",d",qual,black,Line,NA
hm4,MAN06.Q.S1C111.na,Meat and dairy manufacturing operating income,Operating income $m,Meat and dairy,NA,m,$m,",d",qual,black,Line,NA
hm4,MAN06.Q.S1C111.nsq,Meat and dairy manufacturing operating income,Operating income q/q% s.a.,Meat and dairy,NA,NA,q/q% s.a.,.0f,qual,black,Line,NA
hm4,MAN06.Q.S1C111.nay,Meat and dairy manufacturing operating income,Operating income y/y%,Meat and dairy,NA,NA,y/y%,.0f,qual,black,Line,NA
