SA2_CODE21,SA2_NAME21,longitude,latitude,CBR_drive_minutes,SYD_drive_minutes,MEL_drive_minutes,CBR_drive_km,SYD_drive_km,MEL_drive_km
124041467,Windsor - Bligh Park,150.8054991173973,-33.64014641,193.8493333333333,62.76933333333333,541.6511666666667,288.63256,63.833940000000005,866.45281
124041468,Yarramundi - Londonderry,150.7462773601403,-33.65093433,195.66866666666667,64.58866666666667,543.4705,289.85384000000005,65.0552,867.67406
124051469,Erskine Park,150.80118280147246,-33.80814577,177.36749999999998,43.361666666666665,525.1695,273.57356,48.74629,851.39381
124051470,St Clair,150.78787174273742,-33.79642355,177.99183333333335,43.986,525.7938333333334,273.58184,48.75457,851.40206
124051580,Colyton - Oxley Park,150.79472279401554,-33.77852402,176.50966666666667,42.50383333333333,524.3116666666667,273.03959000000003,48.21232,850.85981
124051581,St Marys - North St Marys,150.7782362470949,-33.75918577,181.08583333333334,47.080000000000005,528.8878333333333,277.8515,53.02424,855.67175
125011475,Rookwood Cemetery,151.05635070667597,-33.87382016,184.483,29.418,532.285,270.98231,23.0048,848.8025600000001
125011582,Auburn - Central,151.0250578780425,-33.84997101,183.8525,29.567666666666664,531.6545,272.80581,25.126540000000002,850.62606
125011583,Auburn - North,151.03630448366823,-33.84406432,184.16283333333334,24.531,531.9648333333333,285.143,23.495279999999998,862.96325
125011584,Auburn - South,151.0194895269596,-33.87055659,181.06966666666668,31.759166666666665,528.8716666666667,269.84084,26.83933,847.66106
125011585,Berala,151.03358332591023,-33.8746371,180.98466666666667,31.249166666666667,528.7866666666666,269.91015999999996,25.89925,847.73038
125011586,Lidcombe,151.04845256024947,-33.86449737,182.9085,26.668166666666664,530.7105,270.19675,22.45766,848.017
125011587,Regents Park,151.0260211299909,-33.8823417,177.4495,30.242166666666666,525.2515,268.14894,24.82552,845.9691899999999
125011709,Silverwater - Newington,151.04868072840455,-33.83554401,183.766,23.179333333333332,531.5678333333333,285.13659,23.18534,862.95681
125011710,Wentworth Point - Sydney Olympic Park,151.06825836097062,-33.83976298,188.54566666666668,25.608,536.3476666666667,287.92581,23.14737,865.74606000000006
125021477,Ermington - Rydalmere,151.04875057576734,-33.81221856,189.1508333333333,28.56433333333333,536.9528333333333,288.21975,26.26847,866.04
125021478,Oatlands - Dundas Valley,151.03818500393513,-33.79414467,190.88966666666664,33.793,538.6916666666667,287.12838,29.75769,864.94863
125021711,Carlingford - East,151.05554413027576,-33.77504847,192.63883333333334,36.02833333333333,540.4408333333333,296.3105,31.56723,874.13075
125021712,Carlingford - West,151.0410766747787,-33.7750113,191.55566666666667,36.958333333333336,539.3576666666667,296.22763,32.25354,874.04788
125031479,Chester Hill - Sefton,150.9971062514367,-33.88194654,178.65349999999998,31.446166666666667,526.4553333333333,269.14878000000004,25.825380000000003,846.96906
125031480,Fairfield - East,150.9741077224722,-33.87378968,179.0765,36.5715,526.8785,262.94559000000004,28.44688,840.7658100000001
125031481,Granville - Clyde,151.00449000118522,-33.83984775,183.13549999999998,31.276666666666664,530.9375,281.91106,27.67971,859.73131
125031483,Guildford - South Granville,151.00201907213548,-33.86212802,182.0115,34.21583333333333,529.8135,271.28778000000005,27.92821,849.10806
125031484,Guildford West - Merrylands West,150.96713017358837,-33.84519231,182.12616666666665,33.924166666666665,529.9281666666667,267.86903,31.993470000000002,845.68925
